0 SpO2 Coeff  0 0 0 0  FFD7FBDD  0AB61FE
Ver: 0 32 9 23
rd algo size: 0 20 
rd algo size: 0 52 
rd algo size: 4 0 
sens+algo 
1.2 Status: 0
1.5 Status: 0
1.6 Status: 0
1.7 Status: 0
1.8 Status: 0
map leds to slots 0
map SpO2 to slots/PDs 0
1.14 status: 0
1.31 part id afe 0 36
1.32 who accel 0 1b
ppg1,ppg2,ppg3,ppg4,x,y,z,hr,hr_conf,spo2,spo2_conf,spo2_lo,spo2_unrel,scd,
425131,438483,2306,0,13,8,1006,707,100,997,24,0,0,3,
425139,438461,2306,0,12,6,1008,707,100,997,24,0,0,3,
425158,438456,2307,0,11,7,1006,707,100,997,24,0,0,3,
425376,438564,2312,0,11,8,1003,707,100,997,24,0,0,3,
425497,438633,2315,0,11,6,1005,707,100,997,24,0,0,3,
425563,438636,2317,0,10,6,1007,692,100,997,24,0,0,3,
425671,438671,2318,0,11,6,1006,692,100,997,24,0,0,3,
425855,438787,2319,0,12,9,1006,692,100,997,24,0,0,3,
426218,438940,2318,0,12,7,1006,692,100,997,24,0,0,3,
426541,439082,2324,0,10,8,1006,692,100,997,24,0,0,3,
426885,439233,2328,0,11,8,1007,677,100,997,24,0,0,3,
427158,439347,2331,0,12,7,1006,677,100,997,24,0,0,3,
427384,439451,2334,0,12,6,1007,677,100,997,24,0,0,3,
427604,439538,2333,0,12,5,1007,677,100,997,24,0,0,3,
427715,439563,2340,0,12,7,1006,677,100,998,27,0,0,3,
427889,439635,2341,0,11,7,1005,661,100,998,27,0,0,3,
428111,439725,2343,0,12,8,1006,661,100,998,27,0,0,3,
428380,439872,2345,0,12,7,1006,661,100,998,27,0,0,3,
428529,439900,2346,0,11,7,1008,661,100,998,27,0,0,3,
428491,439868,2348,0,11,8,1005,661,100,998,27,0,0,3,
427973,439588,2343,0,11,9,1008,646,100,998,27,0,0,3,
426731,439013,2323,0,12,7,1007,646,100,998,27,0,0,3,
425821,438597,2310,0,12,6,1006,646,100,998,27,0,0,3,
425498,438446,2302,0,10,7,1006,646,100,998,27,0,0,3,
425401,438446,2297,0,11,7,1005,646,100,998,27,0,0,3,
425471,438497,2295,0,13,8,1005,642,100,998,27,0,0,3,
425558,438531,2296,0,12,9,1007,642,100,998,27,0,0,3,
425744,438592,2298,0,13,10,1008,642,100,998,27,0,0,3,
425910,438673,2302,0,11,8,1006,642,100,998,27,0,0,3,
426023,438732,2298,0,13,7,1010,642,100,998,27,0,0,3,
426198,438807,2301,0,12,6,1006,642,100,998,27,0,0,3,
426390,438904,2304,0,10,7,1006,642,100,998,27,0,0,3,
426636,439018,2305,0,11,9,1007,642,100,998,27,0,0,3,
426968,439160,2311,0,12,9,1007,642,100,998,27,0,0,3,
427399,439362,2312,0,11,6,1005,642,100,998,27,0,0,3,
427730,439511,2318,0,11,6,1008,641,100,998,27,0,0,3,
427925,439582,2322,0,11,6,1004,641,100,998,27,0,0,3,
428197,439719,2326,0,13,8,1008,641,100,998,27,0,0,3,
428421,439789,2329,0,12,9,1007,641,100,998,27,0,0,3,
428592,439871,2333,0,11,8,1006,641,100,999,29,0,0,3,
428710,439912,2334,0,12,9,1008,640,100,999,29,0,0,3,
428818,439939,2340,0,12,7,1004,640,100,999,29,0,0,3,
428916,439992,2346,0,12,9,1004,640,100,999,29,0,0,3,
429041,440035,2351,0,13,8,1008,640,100,999,29,0,0,3,
428788,439891,2349,0,14,7,1006,640,100,999,29,0,0,3,
427626,439315,2331,0,12,8,1008,640,100,999,29,0,0,3,
426704,438904,2322,0,12,6,1007,640,100,999,29,0,0,3,
426378,438784,2319,0,12,7,1008,640,100,999,29,0,0,3,
426406,438822,2317,0,13,7,1006,640,100,999,29,0,0,3,
426458,438848,2317,0,13,6,1006,640,100,999,29,0,0,3,
426539,438890,2316,0,11,7,1006,639,100,999,29,0,0,3,
426690,438936,2320,0,12,9,1004,639,100,999,29,0,0,3,
426837,438988,2326,0,11,7,1007,639,100,999,29,0,0,3,
426889,439018,2325,0,11,7,1006,639,100,999,29,0,0,3,
426826,438977,2323,0,13,6,1007,639,100,999,29,0,0,3,
426926,439042,2324,0,13,6,1004,639,100,999,29,0,0,3,
427137,439128,2322,0,11,7,1007,639,100,999,29,0,0,3,
427394,439249,2327,0,13,7,1007,639,100,999,29,0,0,3,
427660,439324,2332,0,12,8,1006,639,100,999,29,0,0,3,
427818,439416,2334,0,11,9,1005,639,100,999,29,0,0,3,
427929,439445,2335,0,13,7,1006,638,100,999,29,0,0,3,
427980,439440,2335,0,12,5,1006,638,100,999,29,0,0,3,
427988,439427,2340,0,11,7,1006,638,100,999,29,0,0,3,
427985,439388,2347,0,10,6,1006,638,100,999,29,0,0,3,
427990,439388,2351,0,14,9,1007,638,100,999,31,0,0,3,
428065,439399,2354,0,12,8,1005,637,100,999,31,0,0,3,
428132,439426,2355,0,11,6,1007,637,100,999,31,0,0,3,
427973,439308,2354,0,11,9,1007,637,100,999,31,0,0,3,
426928,438797,2341,0,12,7,1003,637,100,999,31,0,0,3,
426010,438411,2323,0,11,8,1006,637,100,999,31,0,0,3,
425572,438250,2315,0,11,7,1006,637,100,999,31,0,0,3,
425344,438136,2312,0,11,6,1006,637,100,999,31,0,0,3,
425239,438066,2306,0,12,7,1006,637,100,999,31,0,0,3,
425218,438058,2308,0,13,7,1007,637,100,999,31,0,0,3,
425279,438085,2311,0,12,8,1005,637,100,999,31,0,0,3,
425493,438187,2315,0,12,7,1007,636,100,999,31,0,0,3,
425501,438171,2316,0,12,8,1006,636,100,999,31,0,0,3,
425502,438158,2313,0,11,7,1005,636,100,999,31,0,0,3,
425619,438205,2316,0,10,8,1007,636,100,999,31,0,0,3,
425743,438252,2316,0,11,7,1007,636,100,999,31,0,0,3,
425934,438368,2317,0,11,8,1006,636,100,999,31,0,0,3,
426297,438530,2319,0,10,8,1004,636,100,999,31,0,0,3,
426682,438714,2320,0,12,8,1007,636,100,999,31,0,0,3,
426910,438785,2321,0,10,6,1006,636,100,999,31,0,0,3,
427101,438876,2324,0,10,7,1008,636,100,999,31,0,0,3,
427339,438978,2325,0,11,8,1007,636,100,999,31,0,0,3,
427497,439052,2329,0,10,7,1006,636,100,999,31,0,0,3,
427563,439056,2331,0,10,7,1004,636,100,999,31,0,0,3,
427539,439008,2328,0,10,7,1007,636,100,999,31,0,0,3,
427588,439025,2330,0,11,6,1003,636,100,999,33,0,0,3,
427636,439023,2331,0,12,7,1006,635,100,999,33,0,0,3,
426857,438612,2320,0,10,8,1006,635,100,999,33,0,0,3,
425578,438029,2300,0,10,8,1003,635,100,999,33,0,0,3,
424859,437726,2283,0,10,8,1007,635,100,999,33,0,0,3,
424472,437560,2278,0,11,7,1006,635,100,999,33,0,0,3,
424251,437452,2275,0,12,7,1007,635,100,999,33,0,0,3,
424062,437373,2273,0,12,6,1004,635,100,999,33,0,0,3,
424064,437369,2274,0,10,8,1006,635,100,999,33,0,0,3,
424291,437493,2276,0,10,7,1007,635,100,999,33,0,0,3,
424454,437557,2280,0,10,9,1005,635,100,999,33,0,0,3,
424569,437602,2283,0,10,6,1004,634,100,999,33,0,0,3,
424661,437642,2285,0,10,7,1006,634,100,999,33,0,0,3,
424921,437781,2289,0,10,8,1007,634,100,999,33,0,0,3,
425202,437888,2291,0,10,6,1007,634,100,999,33,0,0,3,
425355,437984,2291,0,11,7,1004,634,100,999,33,0,0,3,
425579,438044,2297,0,10,8,1005,634,100,999,33,0,0,3,
425816,438159,2302,0,10,7,1007,634,100,999,33,0,0,3,
426050,438236,2307,0,11,8,1007,634,100,999,33,0,0,3,
426144,438265,2310,0,10,8,1007,634,100,999,33,0,0,3,
426269,438312,2310,0,12,7,1008,634,100,999,33,0,0,3,
426529,438434,2316,0,12,7,1004,633,100,999,33,0,0,3,
426720,438517,2320,0,11,7,1006,633,100,999,33,0,0,3,
426845,438548,2326,0,10,8,1005,633,100,999,33,0,0,3,
426884,438549,2330,0,10,8,1007,633,100,999,33,0,0,3,
426443,438312,2328,0,12,8,1006,633,100,999,36,0,0,3,
425323,437797,2309,0,11,7,1007,633,100,999,36,0,0,3,
424585,437490,2299,0,11,8,1007,633,100,999,36,0,0,3,
424195,437353,2295,0,10,7,1006,633,100,999,36,0,0,3,
424021,437267,2295,0,10,7,1006,633,100,999,36,0,0,3,
423867,437213,2295,0,11,7,1006,633,100,999,36,0,0,3,
423963,437274,2292,0,10,8,1009,633,100,999,36,0,0,3,
424278,437424,2299,0,10,8,1005,633,100,999,36,0,0,3,
424697,437631,2304,0,11,8,1006,633,100,999,36,0,0,3,
425046,437803,2308,0,12,7,1006,633,100,999,36,0,0,3,
425253,437903,2311,0,12,8,1004,633,100,999,36,0,0,3,
425515,438021,2314,0,11,7,1007,632,100,999,36,0,0,3,
425790,438131,2317,0,12,8,1005,632,100,999,36,0,0,3,
426087,438254,2325,0,12,6,1005,632,100,999,36,0,0,3,
426333,438338,2329,0,12,7,1006,632,100,999,36,0,0,3,
426433,438380,2333,0,13,8,1008,632,100,999,36,0,0,3,
426556,438414,2336,0,13,8,1007,632,100,999,36,0,0,3,
426707,438495,2338,0,12,6,1007,632,100,999,36,0,0,3,
426812,438524,2344,0,11,7,1009,632,100,999,36,0,0,3,
426953,438553,2347,0,12,7,1007,632,100,999,36,0,0,3,
427019,438580,2349,0,13,7,1007,632,100,999,36,0,0,3,
427213,438649,2351,0,11,7,1007,632,100,999,36,0,0,3,
427422,438765,2349,0,13,8,1006,632,100,999,36,0,0,3,
427342,438703,2350,0,12,8,1006,632,100,999,36,0,0,3,
426481,438281,2334,0,12,7,1005,632,100,999,36,0,0,3,
425548,437875,2318,0,12,7,1008,632,100,999,38,0,0,3,
425155,437699,2311,0,12,7,1009,632,100,999,38,0,0,3,
425047,437684,2302,0,11,7,1008,632,100,999,38,0,0,3,
424859,437548,2301,0,11,9,1007,632,100,999,38,0,0,3,
424730,437478,2300,0,12,7,1006,632,100,999,38,0,0,3,
424910,437578,2301,0,12,6,1009,632,100,999,38,0,0,3,
425097,437629,2304,0,12,7,1006,631,100,999,38,0,0,3,
424998,437543,2305,0,11,7,1006,631,100,999,38,0,0,3,
424880,437474,2302,0,12,8,1006,631,100,999,38,0,0,3,
425002,437534,2304,0,12,9,1009,631,100,999,38,0,0,3,
425115,437592,2306,0,10,8,1008,631,100,999,38,0,0,3,
425178,437595,2310,0,12,7,1008,632,100,999,38,0,0,3,
425210,437597,2312,0,10,7,1006,632,100,999,38,0,0,3,
425299,437611,2311,0,11,8,1004,632,100,999,38,0,0,3,
425347,437631,2317,0,13,8,1008,632,100,999,38,0,0,3,
425442,437679,2321,0,11,8,1007,632,100,999,38,0,0,3,
425616,437755,2323,0,11,8,1008,632,100,999,38,0,0,3,
425794,437846,2326,0,10,6,1007,632,100,999,38,0,0,3,
425888,437869,2327,0,11,8,1007,632,100,999,38,0,0,3,
426066,437955,2328,0,11,8,1007,632,100,999,38,0,0,3,
426329,438051,2332,0,13,10,1010,632,100,999,38,0,0,3,
426385,438049,2337,0,10,9,1007,632,100,999,38,0,0,3,
425636,437687,2328,0,10,7,1008,632,100,999,38,0,0,3,
424694,437268,2312,0,11,8,1004,632,100,999,38,0,0,3,
424083,437003,2303,0,11,8,1008,632,100,999,38,0,0,3,
423847,436903,2302,0,10,7,1007,632,100,999,44,0,0,3,
423779,436869,2300,0,11,9,1006,632,100,999,44,0,0,3,
423719,436860,2300,0,10,7,1006,632,100,999,44,0,0,3,
423806,436883,2302,0,10,7,1007,632,100,999,44,0,0,3,
424066,437017,2304,0,9,8,1008,632,100,999,44,0,0,3,
424218,437061,2310,0,11,9,1007,632,100,999,44,0,0,3,
424270,437066,2315,0,10,8,1006,632,100,999,44,0,0,3,
424370,437122,2319,0,12,9,1006,632,100,999,44,0,0,3,
424507,437161,2325,0,9,8,1006,632,100,999,44,0,0,3,
424727,437252,2329,0,10,8,1007,632,100,999,44,0,0,3,
424932,437340,2338,0,10,8,1006,632,100,999,44,0,0,3,
425135,437421,2345,0,10,8,1005,632,100,999,44,0,0,3,
425321,437501,2353,0,10,9,1005,632,100,999,44,0,0,3,
425545,437602,2360,0,9,8,1008,632,100,999,44,0,0,3,
425711,437655,2367,0,11,7,1006,632,100,999,44,0,0,3,
425828,437698,2371,0,11,9,1007,632,100,999,44,0,0,3,
425977,437767,2378,0,10,9,1007,632,100,999,44,0,0,3,
426168,437886,2382,0,10,8,1007,632,100,999,44,0,0,3,
426430,437995,2389,0,12,9,1009,632,100,999,44,0,0,3,
426611,438063,2393,0,10,9,1007,632,100,999,44,0,0,3,
426623,438032,2391,0,10,8,1006,632,100,999,44,0,0,3,
425662,437553,2379,0,12,8,1009,632,100,999,44,0,0,3,
424590,437087,2362,0,10,8,1007,632,100,999,44,0,0,3,
424053,436838,2354,0,10,8,1007,632,100,999,44,0,0,3,
423853,436769,2347,0,10,7,1005,632,100,999,44,0,0,3,
423696,436699,2342,0,13,8,1006,632,100,999,49,0,0,3,
423581,436625,2335,0,11,8,1006,632,100,999,49,0,0,3,
423661,436677,2336,0,12,8,1009,632,100,999,49,0,0,3,
423934,436774,2335,0,11,9,1007,632,100,999,49,0,0,3,
424103,436859,2332,0,11,9,1005,632,100,999,49,0,0,3,
424114,436849,2326,0,10,8,1005,632,100,999,49,0,0,3,
424217,436890,2317,0,11,8,1006,633,100,999,49,0,0,3,
424355,436955,2317,0,10,8,1006,633,100,999,49,0,0,3,
424577,437057,2316,0,10,9,1006,633,100,999,49,0,0,3,
424813,437181,2315,0,11,7,1008,633,100,999,49,0,0,3,
425147,437335,2313,0,11,7,1005,633,100,999,49,0,0,3,
425473,437467,2309,0,11,8,1007,633,100,999,49,0,0,3,
425614,437521,2310,0,10,7,1009,633,100,999,49,0,0,3,
425715,437534,2311,0,11,9,1005,633,100,999,49,0,0,3,
425849,437587,2312,0,11,9,1009,633,100,999,49,0,0,3,
425956,437610,2313,0,12,9,1006,633,100,999,49,0,0,3,
426107,437686,2311,0,12,7,1008,633,100,999,49,0,0,3,
426267,437760,2310,0,11,7,1008,633,100,999,49,0,0,3,
426453,437845,2314,0,10,9,1003,633,100,999,49,0,0,3,
426557,437877,2315,0,11,9,1008,633,100,999,49,0,0,3,
425751,437464,2306,0,11,7,1008,633,100,999,49,0,0,3,
424522,436876,2290,0,11,8,1007,633,100,999,49,0,0,3,
423782,436568,2276,0,11,7,1008,633,100,999,49,0,0,3,
423373,436368,2273,0,10,7,1007,633,100,999,49,0,0,3,
423105,436250,2270,0,12,7,1010,633,100,999,49,0,0,3,
422968,436175,2266,0,11,8,1006,633,100,999,56,0,0,3,
422895,436136,2267,0,13,9,1006,633,100,999,56,0,0,3,
422993,436189,2266,0,11,7,1005,633,100,999,56,0,0,3,
423097,436223,2271,0,12,8,1006,633,100,999,56,0,0,3,
423039,436173,2272,0,12,6,1005,633,100,999,56,0,0,3,
422982,436131,2275,0,11,7,1006,633,100,999,56,0,0,3,
423036,436170,2279,0,10,5,1004,633,100,999,56,0,0,3,
423176,436236,2281,0,11,7,1007,633,100,999,56,0,0,3,
423302,436277,2284,0,11,7,1002,633,100,999,56,0,0,3,
423247,436232,2292,0,11,8,1005,633,100,999,56,0,0,3,
423061,436084,2297,0,12,7,1005,633,100,999,56,0,0,3,
422904,435994,2302,0,13,9,1007,633,100,999,56,0,0,3,
422918,435984,2304,0,12,7,1005,633,100,999,56,0,0,3,
422864,435960,2306,0,10,7,1004,633,100,999,56,0,0,3,
422759,435881,2312,0,10,6,1007,633,100,999,56,0,0,3,
422631,435770,2314,0,12,6,1007,633,100,999,56,0,0,3,
422470,435686,2319,0,13,8,1006,634,100,999,56,0,0,3,
422353,435623,2324,0,12,6,1006,634,100,999,56,0,0,3,
422438,435670,2324,0,12,7,1007,634,100,999,56,0,0,3,
421970,435488,2317,0,12,7,1006,634,100,999,56,0,0,3,
420745,434921,2305,0,10,9,1007,634,100,999,56,0,0,3,
419860,434546,2296,0,10,7,1007,635,100,999,56,0,0,3,
419503,434427,2291,0,10,7,1006,635,100,999,56,0,0,3,
419348,434381,2289,0,12,8,1006,635,100,999,56,0,0,3,
419216,434332,2290,0,12,7,1007,635,100,999,56,0,0,3,
419232,434331,2298,0,11,7,1007,635,100,999,60,0,0,3,
419383,434380,2309,0,12,9,1006,635,100,999,60,0,0,3,
419333,434358,2319,0,12,8,1007,635,100,999,60,0,0,3,
419222,434272,2323,0,12,8,1008,635,100,999,60,0,0,3,
419061,434200,2326,0,11,9,1007,635,100,999,60,0,0,3,
419013,434179,2334,0,11,7,1007,635,100,999,60,0,0,3,
419173,434255,2337,0,12,7,1008,636,100,999,60,0,0,3,
419444,434398,2339,0,12,9,1008,636,100,999,60,0,0,3,
419705,434533,2341,0,11,8,1008,636,100,999,60,0,0,3,
419979,434685,2338,0,11,9,1006,636,100,999,60,0,0,3,
420114,434744,2342,0,10,9,1007,636,100,999,60,0,0,3,
420272,434835,2343,0,12,8,1006,637,100,999,60,0,0,3,
420606,435016,2341,0,10,8,1007,637,100,999,60,0,0,3,
420888,435148,2342,0,12,7,1004,637,100,999,60,0,0,3,
421046,435237,2340,0,11,7,1006,637,100,999,60,0,0,3,
421323,435402,2334,0,12,8,1008,637,100,999,60,0,0,3,
421634,435543,2333,0,12,9,1006,637,100,999,60,0,0,3,
421718,435568,2332,0,13,7,1007,637,100,999,60,0,0,3,
421363,435402,2322,0,11,8,1007,637,100,999,60,0,0,3,
420386,434995,2300,0,12,7,1006,637,100,999,60,0,0,3,
419555,434659,2279,0,11,7,1006,637,100,999,60,0,0,3,
419140,434471,2271,0,10,7,1007,638,100,999,60,0,0,3,
418915,434389,2265,0,9,7,1006,638,100,999,60,0,0,3,
418820,434331,2263,0,12,9,1006,638,100,999,60,0,0,3,
418669,434260,2263,0,13,7,1007,638,100,999,60,0,0,3,
418765,434312,2268,0,12,8,1006,638,100,999,62,0,0,3,
419190,434505,2267,0,10,9,1007,639,100,999,62,0,0,3,
419370,434597,2271,0,11,7,1007,639,100,999,62,0,0,3,
419524,434677,2272,0,11,9,1005,639,100,999,62,0,0,3,
419772,434807,2274,0,10,7,1008,639,100,999,62,0,0,3,
419971,434912,2277,0,11,7,1007,639,100,999,62,0,0,3,
420280,435016,2276,0,11,8,1005,639,100,999,62,0,0,3,
420607,435180,2285,0,12,8,1007,639,100,999,62,0,0,3,
420607,435180,2285,0,12,8,1007,639,100,999,62,0,0,3,
420961,435355,2291,0,11,8,1008,639,100,999,62,0,0,3,
421274,435534,2295,0,10,9,1007,639,100,999,62,0,0,3,
421613,435674,2299,0,10,8,1008,639,100,999,62,0,0,3,
421754,435725,2301,0,11,7,1006,640,100,999,62,0,0,3,
421808,435727,2305,0,11,7,1007,640,100,999,62,0,0,3,
421988,435838,2310,0,11,8,1006,640,100,999,62,0,0,3,
422199,435928,2314,0,13,8,1008,640,100,999,62,0,0,3,
422322,435991,2319,0,12,8,1007,640,100,999,62,0,0,3,
422417,436019,2321,0,12,8,1005,640,100,999,62,0,0,3,
422572,436090,2320,0,10,9,1007,640,100,999,62,0,0,3,
422454,436035,2319,0,11,9,1005,640,100,999,62,0,0,3,
421441,435569,2307,0,10,8,1006,640,100,999,62,0,0,3,
420315,435076,2299,0,13,7,1006,640,100,999,62,0,0,3,
419754,434843,2297,0,10,8,1005,640,100,999,62,0,0,3,
419502,434746,2296,0,11,7,1006,640,100,999,62,0,0,3,
419207,434563,2296,0,12,9,1007,640,100,999,62,0,0,3,
419141,434576,2300,0,10,7,1006,640,100,999,62,0,0,3,
419499,434766,2306,0,11,8,1006,640,100,999,63,0,0,3,
419934,434977,2312,0,10,8,1007,640,100,999,63,0,0,3,
420327,435201,2316,0,11,6,1007,640,100,999,63,0,0,3,
420659,435361,2318,0,12,7,1003,640,100,999,63,0,0,3,
420926,435507,2326,0,11,7,1005,640,100,999,63,0,0,3,
421318,435697,2332,0,9,8,1005,640,100,999,63,0,0,3,
421516,435778,2338,0,11,9,1005,640,100,999,63,0,0,3,
421838,435943,2344,0,11,9,1006,640,100,999,63,0,0,3,
422132,436060,2350,0,11,8,1005,640,100,999,63,0,0,3,
422273,436133,2352,0,13,8,1006,640,100,999,63,0,0,3,
422448,436200,2361,0,11,9,1007,640,100,999,63,0,0,3,
422564,436221,2367,0,10,6,1004,640,100,999,63,0,0,3,
422731,436312,2370,0,12,8,1007,640,100,999,63,0,0,3,
423039,436473,2373,0,10,8,1007,640,100,999,63,0,0,3,
423138,436510,2371,0,11,8,1005,640,100,999,63,0,0,3,
423290,436578,2376,0,10,9,1007,640,100,999,63,0,0,3,
423661,436752,2378,0,10,7,1003,639,100,999,63,0,0,3,
423869,436854,2381,0,11,8,1007,639,100,999,63,0,0,3,
423804,436801,2375,0,12,7,1008,639,100,999,63,0,0,3,
422994,436447,2357,0,11,8,1004,639,100,999,63,0,0,3,
422196,436133,2336,0,12,9,1005,639,100,999,63,0,0,3,
421874,436016,2328,0,11,8,1006,639,100,999,63,0,0,3,
421919,436109,2320,0,10,8,1008,639,100,999,63,0,0,3,
422013,436161,2316,0,12,7,1007,639,100,999,63,0,0,3,
422085,436212,2312,0,12,8,1009,639,100,999,63,0,0,3,
422494,436434,2309,0,11,8,1008,639,100,999,64,0,0,3,
422920,436619,2314,0,12,9,1010,639,100,999,64,0,0,3,
422840,436541,2317,0,12,9,1008,639,100,999,64,0,0,3,
422763,436497,2320,0,11,8,1007,639,100,999,64,0,0,3,
422890,436565,2322,0,11,9,1008,639,100,999,64,0,0,3,
423062,436625,2323,0,11,8,1008,639,100,999,64,0,0,3,
423225,436695,2322,0,11,9,1007,638,100,999,64,0,0,3,
423450,436797,2327,0,11,9,1009,638,100,999,64,0,0,3,
423686,436901,2328,0,11,9,1007,638,100,999,64,0,0,3,
423849,436991,2330,0,11,8,1007,638,100,999,64,0,0,3,
424124,437090,2332,0,10,7,1006,638,100,999,64,0,0,3,
424353,437189,2328,0,11,9,1006,638,100,999,64,0,0,3,
424559,437304,2332,0,12,9,1005,638,100,999,64,0,0,3,
424705,437325,2334,0,11,7,1007,638,100,999,64,0,0,3,
424855,437391,2336,0,13,10,1007,638,100,999,64,0,0,3,
425049,437481,2338,0,11,9,1005,638,100,999,64,0,0,3,
425297,437586,2342,0,11,8,1007,637,100,999,64,0,0,3,
425400,437613,2341,0,10,8,1007,637,100,999,64,0,0,3,
424527,437181,2333,0,12,9,1007,637,100,999,64,0,0,3,
423367,436689,2319,0,12,9,1008,637,100,999,64,0,0,3,
422806,436465,2310,0,10,8,1007,637,100,999,64,0,0,3,
422596,436391,2307,0,10,9,1007,637,100,999,64,0,0,3,
422495,436342,2303,0,11,7,1005,637,100,999,64,0,0,3,
422489,436336,2306,0,11,9,1007,637,100,999,64,0,0,3,
422543,436357,2313,0,11,8,1004,637,100,999,64,0,0,3,
422850,436504,2320,0,13,10,1007,637,100,999,65,0,0,3,
423083,436589,2323,0,11,7,1005,637,100,999,65,0,0,3,
423157,436619,2325,0,10,9,1005,637,100,999,65,0,0,3,
423296,436695,2323,0,11,9,1007,637,100,999,65,0,0,3,
423562,436828,2329,0,10,9,1006,637,100,999,65,0,0,3,
423809,436922,2334,0,9,7,1005,637,100,999,65,0,0,3,
424019,437016,2340,0,12,7,1007,636,100,999,65,0,0,3,
424312,437153,2344,0,12,8,1008,636,100,999,65,0,0,3,
424642,437297,2346,0,10,7,1006,636,100,999,65,0,0,3,
424897,437394,2348,0,11,9,1006,636,100,999,65,0,0,3,
425147,437508,2354,0,10,8,1007,636,100,999,65,0,0,3,
425357,437592,2356,0,11,9,1006,636,100,999,65,0,0,3,
425497,437620,2359,0,11,8,1007,636,100,999,65,0,0,3,
425632,437666,2361,0,10,8,1004,636,100,999,65,0,0,3,
425743,437723,2361,0,11,8,1009,636,100,999,65,0,0,3,
425870,437748,2365,0,10,9,1005,636,100,999,65,0,0,3,
426022,437794,2370,0,12,9,1007,635,100,999,65,0,0,3,
425978,437755,2371,0,11,10,1009,635,100,999,65,0,0,3,
424784,437168,2353,0,11,9,1007,635,100,999,65,0,0,3,
423604,436671,2332,0,11,8,1005,635,100,999,65,0,0,3,
422978,436429,2322,0,10,8,1007,635,100,999,65,0,0,3,
422791,436357,2320,0,10,9,1008,634,100,999,65,0,0,3,
422678,436316,2319,0,12,8,1007,634,100,999,65,0,0,3,
422576,436261,2318,0,11,9,1003,634,100,999,65,0,0,3,
422640,436299,2320,0,10,7,1010,634,100,999,65,0,0,3,
422882,436384,2321,0,10,7,1006,634,100,999,66,0,0,3,
423058,436473,2323,0,11,9,1009,634,100,999,66,0,0,3,
423212,436555,2324,0,10,8,1004,634,100,999,66,0,0,3,
423454,436676,2326,0,11,8,1008,634,100,999,66,0,0,3,
423609,436728,2329,0,11,8,1005,634,100,999,66,0,0,3,
423780,436792,2331,0,11,7,1005,634,100,999,66,0,0,3,
424092,436934,2334,0,12,8,1005,633,100,999,66,0,0,3,
424366,437052,2342,0,10,8,1008,633,100,999,66,0,0,3,
424626,437169,2347,0,10,8,1007,633,100,999,66,0,0,3,
424877,437275,2353,0,9,9,1005,633,100,999,66,0,0,3,
425100,437368,2356,0,11,9,1005,633,100,999,66,0,0,3,
425325,437459,2357,0,11,8,1006,632,100,999,66,0,0,3,
425526,437560,2360,0,9,8,1007,632,100,999,66,0,0,3,
425653,437576,2365,0,12,8,1007,632,100,999,66,0,0,3,
425832,437681,2368,0,11,7,1006,632,100,999,66,0,0,3,
426048,437761,2372,0,10,7,1006,632,100,999,66,0,0,3,
426114,437767,2375,0,11,8,1009,631,100,999,66,0,0,3,
425749,437581,2365,0,11,9,1007,631,100,999,66,0,0,3,
424582,437049,2347,0,10,7,1006,631,100,999,66,0,0,3,
423658,436657,2333,0,11,8,1008,631,100,999,66,0,0,3,
423137,436442,2326,0,10,8,1006,631,100,999,66,0,0,3,
422961,436366,2322,0,10,8,1007,630,100,999,66,0,0,3,
422873,436350,2318,0,12,8,1005,630,100,999,66,0,0,3,
422822,436317,2317,0,11,8,1003,630,100,999,66,0,0,3,
423028,436438,2322,0,10,9,1006,630,100,999,66,0,0,3,
423426,436609,2325,0,11,6,1005,630,100,999,67,0,0,3,
423592,436692,2326,0,13,8,1006,629,100,999,67,0,0,3,
423638,436696,2326,0,11,8,1008,629,100,999,67,0,0,3,
423751,436748,2324,0,12,7,1005,629,100,999,67,0,0,3,
423991,436861,2329,0,11,9,1007,629,100,999,67,0,0,3,
424252,436978,2333,0,10,7,1007,629,100,999,67,0,0,3,
424484,437072,2337,0,12,7,1006,628,100,999,67,0,0,3,
424716,437177,2340,0,11,9,1006,628,100,999,67,0,0,3,
424897,437215,2343,0,11,7,1005,628,100,999,67,0,0,3,
424999,437261,2343,0,10,7,1005,628,100,999,67,0,0,3,
425101,437315,2348,0,12,7,1006,628,100,999,67,0,0,3,
425263,437374,2351,0,11,7,1009,627,100,999,67,0,0,3,
425454,437472,2353,0,11,9,1006,627,100,999,67,0,0,3,
425611,437493,2356,0,11,8,1004,627,100,999,67,0,0,3,
425773,437589,2355,0,12,8,1007,627,100,999,67,0,0,3,
425898,437633,2363,0,10,7,1007,627,100,999,67,0,0,3,
425516,437396,2360,0,12,8,1005,626,100,999,67,0,0,3,
424317,436874,2342,0,11,7,1007,626,100,999,67,0,0,3,
423348,436448,2328,0,12,8,1006,626,100,999,67,0,0,3,
422920,436256,2321,0,10,8,1005,626,100,999,67,0,0,3,
422685,436161,2316,0,11,7,1004,626,100,999,67,0,0,3,
422501,436085,2317,0,11,6,1005,626,100,999,67,0,0,3,
422454,436063,2317,0,10,6,1007,626,100,999,67,0,0,3,
422667,436176,2321,0,10,7,1005,626,100,999,67,0,0,3,
422954,436295,2324,0,11,8,1006,626,100,999,67,0,0,3,
422991,436287,2320,0,10,8,1006,626,100,999,70,0,0,3,
